Sector,Partida
Comida procesada y productos agrícolas,'170310
Comida procesada y productos agrícolas,'170390
Comida procesada y productos agrícolas,'170410
Comida procesada y productos agrícolas,'170490
Productos frescos y materia prima ,'180100
Productos frescos y materia prima ,'180200
Productos frescos y materia prima ,'180310
Productos frescos y materia prima ,'180320
Productos frescos y materia prima ,'180400
Productos frescos y materia prima ,'180500
Comida procesada y productos agrícolas,'180610
Comida procesada y productos agrícolas,'180620
Comida procesada y productos agrícolas,'180631
Comida procesada y productos agrícolas,'180632
Comida procesada y productos agrícolas,'180690
Comida procesada y productos agrícolas,'190110
Comida procesada y productos agrícolas,'190120
Comida procesada y productos agrícolas,'190190
Comida procesada y productos agrícolas,'190211
Comida procesada y productos agrícolas,'190219
Comida procesada y productos agrícolas,'190220
Comida procesada y productos agrícolas,'190230
Comida procesada y productos agrícolas,'190240
Comida procesada y productos agrícolas,'190300
Comida procesada y productos agrícolas,'190410
Comida procesada y productos agrícolas,'190420
Comida procesada y productos agrícolas,'190430
Comida procesada y productos agrícolas,'190490
Comida procesada y productos agrícolas,'190510
Comida procesada y productos agrícolas,'190520
Comida procesada y productos agrícolas,'190531
Comida procesada y productos agrícolas,'190532
Comida procesada y productos agrícolas,'190540
Comida procesada y productos agrícolas,'190590
Comida procesada y productos agrícolas,'200110
Comida procesada y productos agrícolas,'200190
Comida procesada y productos agrícolas,'200210
Comida procesada y productos agrícolas,'200290
Comida procesada y productos agrícolas,'200310
Comida procesada y productos agrícolas,'200390
Comida procesada y productos agrícolas,'200410
Comida procesada y productos agrícolas,'200490
Comida procesada y productos agrícolas,'200510
Comida procesada y productos agrícolas,'200520
Comida procesada y productos agrícolas,'200540
Comida procesada y productos agrícolas,'200551
Comida procesada y productos agrícolas,'200559
Comida procesada y productos agrícolas,'200560
Comida procesada y productos agrícolas,'200570
Comida procesada y productos agrícolas,'200580
Comida procesada y productos agrícolas,'200591
Comida procesada y productos agrícolas,'200599
Comida procesada y productos agrícolas,'200600
Comida procesada y productos agrícolas,'200710
Comida procesada y productos agrícolas,'200791
Comida procesada y productos agrícolas,'200799
Comida procesada y productos agrícolas,'200811
Comida procesada y productos agrícolas,'200819
Comida procesada y productos agrícolas,'200820
Comida procesada y productos agrícolas,'200830
Comida procesada y productos agrícolas,'200840
Comida procesada y productos agrícolas,'200850
Comida procesada y productos agrícolas,'200860
Comida procesada y productos agrícolas,'200870
Comida procesada y productos agrícolas,'200880
Comida procesada y productos agrícolas,'200891
Comida procesada y productos agrícolas,'200893
Comida procesada y productos agrícolas,'200897
Comida procesada y productos agrícolas,'200899
Comida procesada y productos agrícolas,'200911
Comida procesada y productos agrícolas,'200912
Comida procesada y productos agrícolas,'200919
Comida procesada y productos agrícolas,'200921
Comida procesada y productos agrícolas,'200929
Comida procesada y productos agrícolas,'200931
Comida procesada y productos agrícolas,'200939
Comida procesada y productos agrícolas,'200941
Comida procesada y productos agrícolas,'200949
Comida procesada y productos agrícolas,'200950
Comida procesada y productos agrícolas,'200961
Comida procesada y productos agrícolas,'200969
Comida procesada y productos agrícolas,'200971
Comida procesada y productos agrícolas,'200979
Comida procesada y productos agrícolas,'200981
Comida procesada y productos agrícolas,'200989
Comida procesada y productos agrícolas,'200990
Productos frescos y materia prima ,'210111
Productos frescos y materia prima ,'210112
Productos frescos y materia prima ,'210120
Productos frescos y materia prima ,'210130
Comida procesada y productos agrícolas,'210210
Comida procesada y productos agrícolas,'210220
Comida procesada y productos agrícolas,'210230
Comida procesada y productos agrícolas,'210310
Comida procesada y productos agrícolas,'210320
Comida procesada y productos agrícolas,'210330
Comida procesada y productos agrícolas,'210390
Comida procesada y productos agrícolas,'210410
Comida procesada y productos agrícolas,'210420
Comida procesada y productos agrícolas,'210500
Comida procesada y productos agrícolas,'210610
Comida procesada y productos agrícolas,'210690
Comida procesada y productos agrícolas,'220110
Comida procesada y productos agrícolas,'220190
Comida procesada y productos agrícolas,'220210
Comida procesada y productos agrícolas,'220291
Comida procesada y productos agrícolas,'220299
Comida procesada y productos agrícolas,'220300
Comida procesada y productos agrícolas,'220410
Comida procesada y productos agrícolas,'220421
Comida procesada y productos agrícolas,'220422
Comida procesada y productos agrícolas,'220429
Comida procesada y productos agrícolas,'220430
Comida procesada y productos agrícolas,'220510
Comida procesada y productos agrícolas,'220590
Comida procesada y productos agrícolas,'220600
Químicos,'220710
Químicos,'220720
Comida procesada y productos agrícolas,'220820
Comida procesada y productos agrícolas,'220830
Comida procesada y productos agrícolas,'220840
Comida procesada y productos agrícolas,'220850
Comida procesada y productos agrícolas,'220860
Comida procesada y productos agrícolas,'220870
Comida procesada y productos agrícolas,'220890
Comida procesada y productos agrícolas,'220900
Comida procesada y productos agrícolas,'230110
Comida procesada y productos agrícolas,'230120
Comida procesada y productos agrícolas,'230210
Comida procesada y productos agrícolas,'230230
Comida procesada y productos agrícolas,'230240
Comida procesada y productos agrícolas,'230250
Comida procesada y productos agrícolas,'230310
Comida procesada y productos agrícolas,'230320
Comida procesada y productos agrícolas,'230330
Comida procesada y productos agrícolas,'230400
Comida procesada y productos agrícolas,'230500
Comida procesada y productos agrícolas,'230610
Comida procesada y productos agrícolas,'230620
Comida procesada y productos agrícolas,'230630
Comida procesada y productos agrícolas,'230641
Comida procesada y productos agrícolas,'230649
Comida procesada y productos agrícolas,'230650
Comida procesada y productos agrícolas,'230660
Comida procesada y productos agrícolas,'230690
Comida procesada y productos agrícolas,'230700
Comida procesada y productos agrícolas,'230800
Comida procesada y productos agrícolas,'230910
Comida procesada y productos agrícolas,'230990
Productos frescos y materia prima ,'240110
Productos frescos y materia prima ,'240120
Productos frescos y materia prima ,'240130
Comida procesada y productos agrícolas,'240210
Comida procesada y productos agrícolas,'240220
Comida procesada y productos agrícolas,'240290
Comida procesada y productos agrícolas,'240311
Comida procesada y productos agrícolas,'240319
Comida procesada y productos agrícolas,'240391
Comida procesada y productos agrícolas,'240399
Comida procesada y productos agrícolas,'240411
Químicos,'240412
Químicos,'240419
Comida procesada y productos agrícolas,'240491
Químicos,'240492
Químicos,'240499
Minerales,'250100
Minerales,'250200
Minerales,'250300
Minerales,'250410
Minerales,'250490
Minerales,'250510
Minerales,'250590
Minerales,'250610
Minerales,'250620
Minerales,'250700
Minerales,'250810
Minerales,'250830
Minerales,'250840
Minerales,'250850
Minerales,'250860
Minerales,'250870
Minerales,'250900
Minerales,'251010
Minerales,'251020
Minerales,'251110
Minerales,'251120
Minerales,'251200
Minerales,'251310
Minerales,'251320
Minerales,'251400
Minerales,'251511
Minerales,'251512
Minerales,'251520
Minerales,'251611
Minerales,'251612
Minerales,'251620
Minerales,'251690
Minerales,'251710
Minerales,'251720
Minerales,'251730
Minerales,'251741
Minerales,'251749
Minerales,'251810
Minerales,'251820
Minerales,'251910
Minerales,'251990
Minerales,'252010
Minerales,'252020
Minerales,'252100
Metal y otras manufacturas básicas,'252210
Metal y otras manufacturas básicas,'252220
Metal y otras manufacturas básicas,'252230
Metal y otras manufacturas básicas,'252310
Metal y otras manufacturas básicas,'252321
